age,service_tenure_years,distance_from_home_station_km,num_dependents,rank,rank_encoded,unit_type,unit_type_encoded,deployment_theatre,deployment_theatre_encoded,deployment_duration_days,posting_transfer_count_last_2yrs,unit_manning_shortfall_pct,promotion_stagnation_years,commute_transit_days,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,satisfaction_score,work_life_balance_score,stress_score,sleep_quality_score,fatigue_score,social_support_score,emotional_wellbeing_score,body_mass_index,annual_fitness_grade,annual_fitness_grade_encoded,fitness_trend_score,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,welfare_risk_level_encoded,welfare_risk_level
29,2.0,17.6,2,Head Constable,1,VIP Security Wing,2,Static Security / VIP,1,98,1,12.7,2.0,2,12,5,0,12,11,0,7.1,44,38,202,4,8,10,0,3.3,3.0,8.2,3.5,3.8,3.7,3.2,30.9,SHAPE-1,0,0,0.667,4.8,0.259,0.333,1.02,15.0,0.0,1,Medium
38,4.0,67.2,1,Constable,0,General Duty (GD),0,Border Outpost (LoC/IB),2,101,1,23.7,4.0,1,12,10,0,6,5,0,9.2,30,22,58,4,2,11,0,3.5,2.8,5.8,5.5,7.9,2.9,3.2,22.3,SHAPE-1,0,1,0.8,2.48,0.677,0.2,0.47,3.0,-6.0,1,Medium
34,2.9,74.0,1,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,502,2,25.6,2.7,2,10,9,0,7,5,0,8.7,8,19,211,4,8,15,1,2.7,2.0,3.4,6.8,2.6,3.8,3.9,24.2,SHAPE-1,0,0,0.692,5.55,1.969,0.513,2.05,-19.0,0.0,1,Medium
34,2.9,10.7,0,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,299,1,12.4,2.9,1,10,9,0,10,6,0,8.5,13,34,62,4,3,10,0,3.1,3.0,1.7,3.7,8.3,3.9,3.2,18.8,SHAPE-1,0,0,0.744,2.4,0.689,0.256,0.37,-14.0,-5.0,1,Medium
46,6.0,58.2,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,421,0,20.2,3.4,1,10,10,0,11,9,0,9.3,0,11,144,7,56,9,0,2.8,3.1,6.8,3.9,3.8,4.5,4.4,32.3,SHAPE-1,0,0,0.486,2.3,4.04,0.0,11.31,-27.0,48.0,0,Low
30,9.4,62.1,0,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,99,1,14.9,3.7,1,8,8,0,12,15,0,6.5,55,44,110,8,2,6,0,3.2,2.0,3.8,4.0,6.7,4.0,3.4,19.0,SHAPE-1,0,1,0.356,1.95,0.248,0.096,0.3,28.0,-6.0,1,Medium
37,19.0,92.1,0,Constable,0,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,593,1,23.2,9.8,1,14,8,0,9,7,0,6.8,55,40,52,1,113,3,0,2.4,3.0,4.5,3.4,6.9,4.0,2.9,31.1,SHAPE-1,0,1,0.49,1.39,0.387,0.05,26.22,27.0,105.0,1,Medium
34,3.1,14.8,0,Head Constable,1,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,593,1,14.0,3.1,4,8,5,0,6,9,0,6.7,38,36,258,1,8,15,1,2.2,3.0,5.4,7.8,4.2,4.3,3.0,31.9,SHAPE-3,2,1,0.756,11.09,0.326,0.244,1.12,10.0,0.0,2,High
40,10.4,17.7,1,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,180,1,13.9,4.7,2,12,6,0,8,5,0,6.0,3,46,93,3,4,13,0,3.1,1.0,6.8,7.5,4.4,3.4,3.2,32.6,SHAPE-3,2,0,0.412,5.28,1.738,0.088,0.56,-24.0,-4.0,1,Medium
20,1.0,26.9,1,ASI,2,Signal & IT Wing,3,Static Security / VIP,1,371,0,20.8,1.0,2,14,6,43,4,5,1,6.0,0,33,162,2,8,6,0,4.0,3.1,7.5,7.5,5.0,2.6,3.9,22.9,SHAPE-1,0,0,0.5,3.89,4.16,0.0,1.66,-28.0,0.0,1,Medium
54,26.0,21.8,2,Head Constable,1,CoBRA Strike Unit,5,Peace / Training Center,0,288,1,25.1,1.5,3,14,6,0,9,9,0,8.4,49,38,124,4,1,7,0,3.1,2.0,3.4,7.0,3.3,2.1,3.9,19.6,SHAPE-1,0,-1,0.056,6.24,0.465,0.037,0.25,21.0,-7.0,1,Medium
50,9.3,49.7,4,Constable,0,CoBRA Strike Unit,5,LWE / Bastar (Anti-Naxal),5,116,0,16.3,4.6,3,8,7,0,8,10,0,8.0,61,32,67,1,2,10,0,4.0,4.0,3.3,7.9,5.5,3.7,2.5,29.5,SHAPE-3,2,0,0.447,7.19,0.247,0.0,0.33,33.0,-6.0,1,Medium
23,9.1,47.5,1,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,522,2,8.4,1.4,3,8,7,23,11,11,1,16.0,42,31,66,4,64,17,0,4.0,2.1,5.4,6.6,4.6,2.8,4.5,24.5,SHAPE-1,0,-2,0.139,8.67,0.179,0.198,5.38,15.0,56.0,1,Medium
25,17.8,87.7,0,Head Constable,1,Medical & Logistics,4,LWE / Bastar (Anti-Naxal),5,231,1,14.8,4.3,5,10,6,0,7,6,0,7.1,0,29,84,7,131,12,1,3.2,3.0,6.3,7.0,7.2,2.6,5.0,35.7,SHAPE-1,0,0,0.229,12.82,2.96,0.053,19.39,-28.0,123.0,1,Medium
40,10.4,46.0,0,ASI,2,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,438,0,12.2,5.5,2,10,6,49,12,13,1,7.9,52,52,93,1,8,9,0,2.9,3.0,5.0,4.8,7.1,1.7,3.6,30.7,SHAPE-1,0,0,0.482,4.61,0.214,0.0,0.98,25.0,0.0,2,High
56,2.1,42.6,1,ASI,2,General Duty (GD),0,Border Outpost (LoC/IB),2,161,3,13.3,2.1,5,10,7,25,11,8,1,16.0,35,18,50,4,137,11,0,2.4,2.9,3.5,6.2,3.9,4.0,4.0,31.0,SHAPE-3,2,0,0.677,12.42,0.332,0.968,18.22,8.0,129.0,0,Low
39,13.8,98.6,2,Constable,0,General Duty (GD),0,Static Security / VIP,1,165,1,11.8,1.2,3,12,8,0,15,9,0,8.3,18,12,218,5,0,7,1,3.0,2.9,7.8,5.3,2.9,1.7,3.2,24.0,SHAPE-3,2,1,0.081,6.24,0.513,0.068,0.0,-9.0,-8.0,1,Medium
46,6.0,25.1,2,Assistant Commandant,5,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,182,1,18.1,6.0,5,10,8,0,3,6,0,8.4,23,32,98,3,3,7,0,3.4,2.9,3.2,8.4,5.5,4.7,4.1,21.6,SHAPE-3,2,0,0.857,10.4,0.646,0.143,0.54,-4.0,-5.0,0,Low
60,32.8,32.0,1,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,315,0,12.8,2.1,4,8,5,0,15,12,0,6.0,69,23,90,6,1,2,0,1.0,1.0,2.0,6.8,4.4,4.1,3.7,24.5,SHAPE-1,0,-1,0.062,4.39,0.173,0.0,0.13,42.0,-7.0,1,Medium
38,18.1,60.9,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,393,1,27.0,4.9,5,8,7,0,7,11,0,7.1,6,30,72,1,3,13,0,2.4,2.1,4.8,6.4,2.3,3.8,3.7,30.3,SHAPE-2,1,-1,0.257,13.2,2.455,0.052,0.81,-21.0,-5.0,1,Medium
53,35.3,4.3,0,Constable,0,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,311,2,28.7,10.4,1,12,6,0,7,7,0,6.0,35,42,88,4,24,5,0,2.9,3.1,3.0,7.3,4.1,4.5,4.0,30.6,SHAPE-1,0,0,0.287,1.79,0.718,0.055,6.89,7.0,16.0,0,Low
30,2.0,70.0,4,Constable,0,General Duty (GD),0,Border Outpost (LoC/IB),2,628,0,15.5,2.0,1,12,6,0,8,10,0,9.2,12,25,31,6,25,8,0,2.9,2.9,8.3,6.0,3.3,3.9,4.0,30.9,SHAPE-1,0,-1,0.667,2.2,0.912,0.0,3.88,-15.0,17.0,0,Low
40,18.9,69.8,2,Head Constable,1,General Duty (GD),0,North-East (Counter-Insurgency),3,116,0,11.3,12.7,1,8,7,0,10,10,0,6.9,73,27,52,2,117,17,0,3.1,3.0,7.9,6.0,8.1,2.2,2.8,25.2,SHAPE-2,1,-1,0.638,2.89,0.145,0.0,13.22,46.0,109.0,1,Medium
30,9.0,62.5,0,Head Constable,1,Medical & Logistics,4,Border Outpost (LoC/IB),2,478,2,24.6,3.6,5,8,8,0,6,6,0,6.5,53,56,318,1,2,14,0,3.9,3.1,7.5,4.1,4.0,3.4,2.8,18.6,SHAPE-1,0,0,0.36,13.54,0.424,0.2,0.49,25.0,-6.0,1,Medium
33,12.9,100.0,2,Constable,0,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,121,0,8.8,4.7,3,8,8,0,11,8,0,7.2,34,23,94,2,8,14,0,3.6,2.0,3.5,3.2,3.4,4.7,3.9,30.6,SHAPE-2,1,0,0.338,8.12,0.226,0.0,0.7,6.0,0.0,1,Medium
42,4.8,69.6,4,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,389,2,21.6,0.6,5,14,7,0,12,8,0,6.3,17,26,234,4,16,6,0,4.0,3.1,3.2,6.9,2.5,2.5,3.8,26.4,SHAPE-3,2,-1,0.103,9.73,0.982,0.345,3.46,-10.0,8.0,1,Medium
33,3.0,13.1,0,ASI,2,General Duty (GD),0,J&K (CI/Ops),4,182,3,20.7,3.0,2,8,9,54,10,14,1,11.9,0,21,215,3,54,10,0,1.5,3.1,6.6,6.8,4.9,2.6,3.0,24.5,SHAPE-1,0,0,0.75,4.8,4.14,0.75,11.18,-27.0,46.0,2,High
45,6.1,79.0,3,Constable,0,Signal & IT Wing,3,North-East (Counter-Insurgency),3,320,4,18.3,6.1,4,10,9,0,8,6,0,7.4,0,28,90,6,16,8,0,3.6,3.0,6.6,6.9,4.5,3.7,3.9,24.5,SHAPE-3,2,-1,0.859,8.79,3.66,0.563,2.93,-28.0,8.0,0,Low
36,5.2,50.2,1,Head Constable,1,General Duty (GD),0,Static Security / VIP,1,187,1,11.7,4.2,1,14,8,59,9,11,1,10.2,50,11,104,7,160,20,0,3.1,3.0,7.3,3.1,2.7,3.4,4.1,26.2,SHAPE-1,0,0,0.677,3.04,0.213,0.161,18.72,23.0,152.0,1,Medium
44,5.4,35.9,2,ASI,2,General Duty (GD),0,Peace / Training Center,0,61,0,21.6,5.4,5,12,6,0,8,6,0,6.8,0,29,78,2,16,16,0,2.4,3.0,4.1,6.2,3.8,2.6,3.8,25.4,SHAPE-1,0,0,0.844,14.17,4.32,0.0,3.46,-27.0,8.0,1,Medium
37,3.9,39.7,0,ASI,2,General Duty (GD),0,J&K (CI/Ops),4,284,0,23.0,3.9,3,8,8,32,11,16,1,11.6,36,60,71,2,0,6,0,1.3,2.9,6.1,5.3,4.7,5.0,3.9,31.7,SHAPE-1,0,0,0.796,5.84,0.561,0.0,0.0,9.0,-8.0,1,Medium
42,5.0,60.7,2,ASI,2,General Duty (GD),0,Static Security / VIP,1,366,2,27.2,3.1,5,12,8,51,11,10,1,10.6,63,23,148,2,0,4,0,3.6,4.0,6.3,4.5,4.1,3.5,2.4,22.9,SHAPE-1,0,0,0.517,8.05,0.4,0.333,0.0,36.0,-8.0,1,Medium
51,22.8,100.0,1,Constable,0,Rapid Action Force (RAF),1,J&K (CI/Ops),4,656,0,6.6,2.5,5,10,6,37,11,9,1,6.0,45,44,148,2,89,7,0,3.1,2.0,5.8,5.1,4.7,3.3,3.0,19.3,SHAPE-1,0,-1,0.105,10.4,0.132,0.0,5.87,17.0,81.0,1,Medium
49,14.6,91.5,0,Constable,0,VIP Security Wing,2,North-East (Counter-Insurgency),3,434,2,6.9,1.2,2,8,9,0,9,6,0,6.7,21,26,89,5,71,9,0,2.4,3.0,4.2,5.1,3.8,3.7,3.2,29.1,SHAPE-1,0,-1,0.077,4.61,0.265,0.128,4.9,-8.0,63.0,0,Low
35,2.9,51.8,4,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,411,0,22.3,2.6,4,12,9,0,7,8,0,6.3,12,10,19,7,56,6,0,3.2,3.0,7.1,6.4,2.8,2.5,4.1,30.2,SHAPE-1,0,0,0.667,7.78,1.312,0.0,12.49,-15.0,48.0,0,Low
38,4.1,29.7,2,Inspector,4,Signal & IT Wing,3,Border Outpost (LoC/IB),2,250,3,14.3,2.5,4,10,6,0,6,12,0,6.0,25,60,132,2,8,8,1,3.1,1.9,3.6,5.5,3.8,2.4,3.8,29.8,SHAPE-1,0,0,0.49,8.79,0.477,0.588,1.14,-3.0,0.0,2,High
41,11.8,4.4,2,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,222,1,10.4,5.6,5,10,7,0,10,11,0,8.3,0,29,170,3,0,9,0,3.9,3.0,7.0,4.3,2.5,3.5,2.9,23.9,SHAPE-1,0,1,0.437,11.51,2.08,0.078,0.0,-27.0,-8.0,1,Medium
43,9.7,34.5,0,Sub-Inspector,3,Rapid Action Force (RAF),1,LWE / Bastar (Anti-Naxal),5,650,1,14.8,2.3,4,8,8,50,13,10,1,14.1,22,31,46,4,150,8,0,2.5,3.0,7.7,8.6,7.4,4.0,4.0,31.8,SHAPE-3,2,2,0.215,8.79,0.548,0.093,22.2,-6.0,142.0,1,Medium
35,5.1,47.9,2,Sub-Inspector,3,CoBRA Strike Unit,5,J&K (CI/Ops),4,503,2,9.7,0.6,1,12,6,0,9,6,0,7.7,58,48,203,3,4,14,0,3.9,3.2,5.5,4.7,1.8,2.0,4.3,27.6,SHAPE-1,0,1,0.098,2.71,0.154,0.328,0.39,30.0,-4.0,1,Medium
44,18.1,41.2,0,ASI,2,General Duty (GD),0,J&K (CI/Ops),4,327,0,7.1,12.3,4,8,8,64,13,10,1,16.0,38,31,172,2,16,14,0,2.4,2.9,4.1,5.3,2.9,2.9,3.9,24.4,SHAPE-3,2,0,0.644,10.83,0.165,0.0,1.14,11.0,8.0,2,High
32,6.6,14.8,2,Head Constable,1,VIP Security Wing,2,J&K (CI/Ops),4,618,1,16.1,4.3,1,8,9,0,14,10,0,6.9,68,27,122,2,16,8,0,3.2,1.0,5.4,7.0,4.2,3.3,3.0,21.0,SHAPE-3,2,0,0.566,2.2,0.221,0.132,2.58,39.0,8.0,1,Medium
37,4.0,24.0,0,Constable,0,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,500,1,19.0,3.8,2,10,7,57,8,5,1,10.7,14,13,83,8,3,8,0,2.7,2.9,3.6,3.0,1.5,4.6,4.3,25.8,SHAPE-1,0,0,0.76,4.39,1.0,0.2,0.57,-14.0,-5.0,0,Low
51,14.0,8.5,0,Constable,0,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,149,1,24.1,9.5,5,12,7,0,5,9,0,6.0,54,38,115,3,4,10,0,2.0,3.0,4.6,3.8,5.0,3.1,3.0,24.1,SHAPE-1,0,-1,0.633,11.99,0.408,0.067,0.96,26.0,-4.0,1,Medium
31,12.1,100.0,3,Constable,0,CoBRA Strike Unit,5,LWE / Bastar (Anti-Naxal),5,546,0,13.2,3.2,3,10,8,47,9,9,1,7.3,0,25,62,4,8,7,0,2.9,3.8,2.4,2.7,6.5,3.6,4.2,23.8,SHAPE-2,1,-1,0.244,6.24,2.64,0.0,1.06,-28.0,0.0,1,Medium
42,11.8,100.0,1,Constable,0,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,235,0,8.6,3.0,4,14,7,0,8,4,0,9.3,49,33,106,6,1,4,0,2.8,2.1,7.0,6.2,3.0,3.6,3.8,24.3,SHAPE-1,0,0,0.234,6.44,0.159,0.0,0.09,21.0,-7.0,0,Low
34,3.1,33.3,4,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,197,1,10.7,3.1,1,8,8,0,8,14,0,7.0,10,20,72,1,8,17,0,2.3,4.0,6.1,8.1,2.1,2.8,4.0,31.6,SHAPE-1,0,-1,0.756,2.89,0.713,0.244,0.86,-17.0,0.0,0,Low
36,11.1,91.5,4,Head Constable,1,Rapid Action Force (RAF),1,J&K (CI/Ops),4,252,0,17.5,6.0,2,8,9,0,10,8,0,8.2,57,44,91,3,8,7,0,2.5,3.0,5.1,8.5,5.9,3.7,2.6,23.1,SHAPE-1,0,-2,0.496,4.16,0.282,0.0,1.4,29.0,0.0,1,Medium
27,6.9,63.1,0,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,542,2,11.0,3.3,4,10,5,0,14,15,0,8.8,3,7,47,3,8,10,0,2.7,2.9,8.6,4.1,4.3,3.8,3.8,21.1,SHAPE-1,0,-1,0.418,9.59,1.375,0.253,0.88,-24.0,0.0,1,Medium
35,2.9,68.1,1,Constable,0,General Duty (GD),0,Static Security / VIP,1,611,0,14.6,2.9,2,12,7,0,9,9,0,8.4,0,33,73,5,8,12,0,3.6,2.9,6.0,5.8,3.8,1.5,3.4,19.5,SHAPE-1,0,0,0.744,5.13,2.92,0.0,1.17,-27.0,0.0,1,Medium
26,16.8,14.0,2,Head Constable,1,General Duty (GD),0,Border Outpost (LoC/IB),2,471,0,26.6,8.5,3,8,9,0,11,13,0,7.1,62,26,44,3,122,5,0,3.1,2.0,6.3,3.9,1.6,4.7,3.5,22.8,SHAPE-1,0,-1,0.478,5.38,0.397,0.0,32.45,35.0,114.0,0,Low
30,1.0,77.5,1,ASI,2,General Duty (GD),0,J&K (CI/Ops),4,472,0,16.8,1.0,3,10,7,0,6,6,0,7.2,23,17,114,3,3,10,0,3.6,3.0,4.2,3.9,4.8,2.9,3.3,21.4,SHAPE-2,1,-1,0.5,7.19,0.6,0.0,0.5,-4.0,-5.0,1,Medium
27,11.9,52.8,1,Head Constable,1,VIP Security Wing,2,LWE / Bastar (Anti-Naxal),5,443,1,12.8,9.4,4,8,8,0,10,6,0,6.9,8,42,129,3,58,6,1,3.9,2.9,4.8,8.8,2.4,2.8,3.3,32.3,SHAPE-2,1,-1,0.729,7.78,0.985,0.078,7.42,-21.0,50.0,2,High
47,22.0,9.1,2,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,451,1,14.3,4.5,2,10,8,0,15,6,0,7.9,25,31,177,1,144,11,0,4.0,3.1,6.2,6.6,5.6,2.8,2.4,36.2,SHAPE-1,0,1,0.196,4.97,0.477,0.043,20.59,-2.0,136.0,1,Medium
31,9.1,62.5,0,Constable,0,Rapid Action Force (RAF),1,LWE / Bastar (Anti-Naxal),5,73,2,19.1,3.3,4,8,6,34,12,6,1,7.3,38,34,142,6,2,13,0,3.2,3.1,4.1,4.4,3.3,3.1,4.0,18.6,SHAPE-1,0,-1,0.327,10.56,0.444,0.198,0.38,10.0,-6.0,1,Medium
30,6.3,56.0,0,Head Constable,1,General Duty (GD),0,Peace / Training Center,0,365,1,9.6,3.4,4,10,7,0,9,7,0,7.1,40,16,37,4,16,9,0,2.0,1.0,6.6,3.1,2.5,4.6,2.7,21.8,SHAPE-1,0,0,0.466,9.21,0.213,0.137,1.54,13.0,8.0,0,Low
38,8.0,13.7,2,Constable,0,VIP Security Wing,2,North-East (Counter-Insurgency),3,491,1,12.6,8.0,2,12,7,0,10,9,0,7.5,6,10,93,5,8,8,0,3.0,3.0,6.0,5.0,7.0,4.3,2.9,23.5,SHAPE-1,0,0,0.889,4.39,1.145,0.111,1.01,-23.0,0.0,0,Low
33,4.1,8.9,1,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,340,2,13.4,0.6,1,10,8,0,11,11,0,6.0,67,32,96,2,24,4,0,1.0,3.0,4.8,4.4,5.1,3.6,4.0,23.8,SHAPE-1,0,0,0.118,1.61,0.186,0.392,3.22,40.0,16.0,1,Medium
46,9.3,13.8,0,Constable,0,General Duty (GD),0,Border Outpost (LoC/IB),2,402,3,15.1,4.7,5,10,7,54,5,9,1,16.0,50,15,162,3,16,12,0,4.0,4.0,7.2,7.3,7.1,4.5,3.3,30.4,SHAPE-1,0,0,0.456,12.82,0.275,0.291,2.42,23.0,8.0,1,Medium
43,13.9,66.8,1,Head Constable,1,Rapid Action Force (RAF),1,North-East (Counter-Insurgency),3,264,1,12.0,10.7,2,12,7,0,12,6,0,8.2,11,38,112,5,24,7,0,3.0,3.0,3.8,3.0,4.3,3.1,3.2,27.4,SHAPE-1,0,0,0.718,4.16,0.75,0.067,2.88,-17.0,16.0,1,Medium
51,11.0,37.7,2,Constable,0,CoBRA Strike Unit,5,Static Security / VIP,1,624,1,13.5,2.6,3,12,9,0,6,8,0,6.0,19,23,91,3,135,6,0,2.0,2.0,6.3,5.9,5.2,4.0,4.1,31.0,SHAPE-1,0,-1,0.217,5.84,0.562,0.083,18.23,-9.0,127.0,1,Medium
45,6.0,67.2,0,Constable,0,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,392,0,7.8,1.2,5,10,8,30,8,8,1,10.6,40,20,151,4,72,8,0,1.7,3.0,5.0,5.4,3.9,2.5,3.7,25.8,SHAPE-1,0,0,0.171,10.99,0.173,0.0,5.62,12.0,64.0,0,Low
38,4.0,27.0,0,Constable,0,Rapid Action Force (RAF),1,Static Security / VIP,1,226,2,17.0,4.0,3,10,7,0,5,9,0,9.7,66,36,86,5,0,2,0,3.5,2.0,7.5,6.3,3.8,3.8,3.9,28.1,SHAPE-1,0,-1,0.8,3.3,0.239,0.4,0.0,38.0,-8.0,0,Low
36,9.8,42.2,0,Head Constable,1,Medical & Logistics,4,Static Security / VIP,1,431,1,10.7,5.6,5,12,6,0,11,14,0,6.7,0,26,121,3,4,3,0,1.6,2.9,3.1,4.7,4.0,4.4,4.2,28.6,SHAPE-1,0,0,0.519,6.93,2.14,0.093,0.43,-28.0,-4.0,1,Medium
40,15.4,86.0,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,213,1,18.0,4.6,3,14,6,18,9,10,1,7.8,47,58,88,6,1,6,0,3.0,4.0,6.7,4.4,4.7,3.1,3.5,22.0,SHAPE-1,0,1,0.28,5.84,0.346,0.061,0.18,20.0,-7.0,1,Medium
49,15.6,89.5,4,Constable,0,General Duty (GD),0,Static Security / VIP,1,439,1,21.1,1.0,4,12,4,0,8,5,0,7.0,27,57,41,0,40,5,1,1.0,3.0,3.9,6.0,7.2,4.4,4.2,24.7,SHAPE-1,0,0,0.06,7.17,0.659,0.06,8.44,0.0,32.0,1,Medium
39,18.4,63.0,0,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,313,1,7.9,7.3,3,8,8,0,9,8,0,6.8,24,11,158,3,8,8,0,1.3,3.9,2.8,6.1,4.3,4.2,3.0,30.8,SHAPE-2,1,-2,0.376,6.59,0.272,0.052,0.63,-3.0,0.0,1,Medium
29,9.2,78.6,1,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,460,1,21.7,5.7,2,10,7,0,9,8,0,6.4,0,27,87,5,2,16,0,3.0,3.1,2.6,5.4,5.6,3.8,2.9,23.5,SHAPE-1,0,0,0.559,5.67,4.34,0.098,0.43,-27.0,-6.0,0,Low
23,4.0,4.5,1,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,552,2,25.2,4.0,2,8,6,0,11,10,0,6.0,60,32,163,1,3,13,0,3.0,3.9,6.3,7.9,3.8,5.0,2.2,29.1,SHAPE-2,1,0,0.8,5.28,0.388,0.4,0.76,33.0,-5.0,1,Medium
30,2.0,52.7,0,Constable,0,General Duty (GD),0,Peace / Training Center,0,42,3,9.5,2.0,3,10,8,0,9,7,0,6.7,52,12,72,6,58,7,0,2.5,3.0,6.7,5.0,3.7,4.4,3.6,28.6,SHAPE-1,0,0,0.667,6.24,0.167,1.0,5.51,25.0,50.0,0,Low
38,18.3,59.5,0,Inspector,4,General Duty (GD),0,North-East (Counter-Insurgency),3,88,2,18.6,3.4,2,10,6,0,7,8,0,6.8,24,22,209,2,8,16,0,2.0,3.1,3.0,3.2,5.4,2.3,3.3,30.9,SHAPE-4,3,-2,0.176,5.67,0.641,0.104,1.49,-3.0,0.0,2,High
31,9.2,64.6,0,Constable,0,CoBRA Strike Unit,5,LWE / Bastar (Anti-Naxal),5,530,0,13.8,5.4,3,10,8,0,11,7,0,7.4,59,41,56,3,2,24,0,3.0,2.1,3.2,7.3,4.3,2.4,3.4,19.5,SHAPE-1,0,2,0.529,9.66,0.216,0.0,0.28,31.0,-6.0,0,Low
37,17.6,62.6,0,Sub-Inspector,3,General Duty (GD),0,J&K (CI/Ops),4,210,1,23.0,4.1,2,10,8,0,6,7,0,7.5,33,16,37,9,2,7,0,2.7,4.0,3.9,5.9,6.6,3.4,3.4,31.6,SHAPE-3,2,-1,0.22,4.16,0.605,0.054,0.46,6.0,-6.0,0,Low
29,8.8,60.4,0,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,605,1,20.8,6.6,3,10,6,0,9,7,0,8.6,30,27,85,4,8,9,0,3.2,2.9,5.1,7.7,2.4,3.3,3.6,18.8,SHAPE-1,0,1,0.673,6.91,0.594,0.102,1.66,3.0,0.0,0,Low
32,9.9,77.4,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,166,1,12.2,1.6,1,10,6,0,14,13,0,6.0,14,40,94,4,3,10,0,3.1,3.0,4.4,3.9,3.7,2.8,3.2,20.5,SHAPE-1,0,0,0.147,2.4,0.642,0.092,0.37,-13.0,-5.0,1,Medium
29,10.0,4.4,0,ASI,2,General Duty (GD),0,J&K (CI/Ops),4,573,2,16.3,4.9,5,10,4,0,12,11,0,9.9,66,18,155,4,2,8,0,3.9,3.0,4.1,8.5,6.3,3.8,2.1,31.8,SHAPE-1,0,0,0.445,10.99,0.23,0.182,0.33,39.0,-6.0,0,Low
29,2.0,27.8,2,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,70,0,24.4,2.0,2,12,5,0,7,10,0,7.0,0,15,56,4,8,13,0,2.6,1.0,3.7,6.2,3.3,2.0,2.1,24.7,SHAPE-1,0,-1,0.667,5.28,4.88,0.0,1.95,-27.0,0.0,1,Medium
39,3.8,45.7,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,419,2,15.9,3.8,1,8,8,26,12,8,1,11.4,16,38,81,6,8,24,0,1.3,3.0,5.7,4.4,4.9,3.5,3.3,30.4,SHAPE-1,0,-1,0.792,3.22,0.757,0.417,1.27,-11.0,0.0,1,Medium
51,34.4,9.2,4,Head Constable,1,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,486,0,12.4,1.1,2,12,6,30,10,11,1,6.0,40,22,365,5,1,8,0,3.0,4.0,7.0,5.7,5.4,4.3,4.3,24.6,SHAPE-1,0,0,0.031,4.39,0.276,0.0,0.12,13.0,-7.0,1,Medium
34,3.0,20.8,2,Head Constable,1,General Duty (GD),0,North-East (Counter-Insurgency),3,156,2,26.0,3.0,3,14,8,0,10,7,0,9.0,17,38,133,4,4,15,0,3.1,3.0,3.2,2.8,4.0,4.0,4.2,24.2,SHAPE-3,2,0,0.75,8.32,1.182,0.5,1.04,-10.0,-4.0,1,Medium
35,7.4,52.8,1,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,289,2,11.1,1.9,1,10,6,0,4,6,0,6.6,67,27,97,2,8,13,0,2.4,2.1,6.4,6.2,5.5,2.8,2.8,23.8,SHAPE-1,0,0,0.226,2.64,0.154,0.238,0.89,40.0,0.0,1,Medium
